Trembl_Hit	Protein_ID	V2
A0A1Q9DRW3	Sfitti_g16200	GO:0016874
A0A1Q9DRX4	Sfitti_g12616	
A0A1Q9DRY2	Sfitti_g3915	
A0A1Q9DRY6	Sfitti_g12100	
A0A1Q9DS15	Sfitti_g9129	GO:0016021; GO:0003676; GO:0003755
A0A1Q9DS17	Sfitti_g4531	
A0A1Q9DS29	Sfitti_g17369	GO:0003677; GO:0015074; GO:0006310
A0A1Q9DS35	Sfitti_g10763	
A0A1Q9DS37	Sfitti_g15927	GO:0016021
A0A1Q9DS37	Sfitti_g7740	GO:0016021
A0A1Q9DS37	Sfitti_g15419	GO:0016021
A0A1Q9DS41	Sfitti_g22069	
A0A1Q9DS41	Sfitti_g14811	
A0A1Q9DS48	Sfitti_g5715	GO:0008168
A0A1Q9DS49	Sfitti_g8733	
A0A1Q9DS50	Sfitti_g5485	GO:0016021
A0A1Q9DS50	Sfitti_g6485	GO:0016021
A0A1Q9DS54	Sfitti_g2022	GO:0004519
A0A1Q9DS56	Sfitti_g5714	GO:0016787
A0A1Q9DS57	Sfitti_g12820	GO:0003690; GO:0006355
A0A1Q9DS57	Sfitti_g6078	GO:0003690; GO:0006355
A0A1Q9DS57	Sfitti_g22180	GO:0003690; GO:0006355
A0A1Q9DS57	Sfitti_g12939	GO:0003690; GO:0006355
A0A1Q9DS57	Sfitti_g14884	GO:0003690; GO:0006355
A0A1Q9DS57	Sfitti_g19920	GO:0003690; GO:0006355
A0A1Q9DS60	Sfitti_g7056	GO:0016021
A0A1Q9DS64	Sfitti_g2099	
A0A1Q9DS66	Sfitti_g2883	
A0A1Q9DS67	Sfitti_g18192	
A0A1Q9DS68	Sfitti_g1701	GO:0016021
A0A1Q9DS70	Sfitti_g10360	GO:0016021
A0A1Q9DS71	Sfitti_g10407	GO:0016021; GO:0046872; GO:0003676; GO:0015074
A0A1Q9DS71	Sfitti_g12367	GO:0016021; GO:0046872; GO:0003676; GO:0015074
A0A1Q9DS71	Sfitti_g23138	GO:0016021; GO:0046872; GO:0003676; GO:0015074
A0A1Q9DS71	Sfitti_g20498	GO:0016021; GO:0046872; GO:0003676; GO:0015074
A0A1Q9DS71	Sfitti_g21477	GO:0016021; GO:0046872; GO:0003676; GO:0015074
A0A1Q9DS90	Sfitti_g13618	
A0A1Q9DS90	Sfitti_g20754	
A0A1Q9DS90	Sfitti_g6948	
A0A1Q9DS90	Sfitti_g2992	
A0A1Q9DS90	Sfitti_g18055	
A0A1Q9DS90	Sfitti_g8259	
A0A1Q9DS97	Sfitti_g2936	
A0A1Q9DSB7	Sfitti_g15855	
A0A1Q9DSB8	Sfitti_g13146	GO:0003676; GO:0008270
A0A1Q9DSB8	Sfitti_g16389	GO:0003676; GO:0008270
A0A1Q9DSB8	Sfitti_g11153	GO:0003676; GO:0008270
A0A1Q9DSB8	Sfitti_g8617	GO:0003676; GO:0008270
A0A1Q9DSB8	Sfitti_g12522	GO:0003676; GO:0008270
A0A1Q9DSB8	Sfitti_g15649	GO:0003676; GO:0008270
A0A1Q9DSC6	Sfitti_g5090	GO:0030163
A0A1Q9DSC6	Sfitti_g16396	GO:0030163
A0A1Q9DSC6	Sfitti_g14509	GO:0030163
A0A1Q9DSC6	Sfitti_g14508	GO:0030163
A0A1Q9DSC6	Sfitti_g3629	GO:0030163
A0A1Q9DSC8	Sfitti_g22423	GO:0003676; GO:0004523
A0A1Q9DSD3	Sfitti_g3625	
A0A1Q9DSE1	Sfitti_g22952	GO:0005524; GO:0050660; GO:0016614; GO:0004672; GO:0009058
A0A1Q9DSE1	Sfitti_g7514	GO:0005524; GO:0050660; GO:0016614; GO:0004672; GO:0009058
A0A1Q9DSE1	Sfitti_g12546	GO:0005524; GO:0050660; GO:0016614; GO:0004672; GO:0009058
A0A1Q9DSE3	Sfitti_g5361	
A0A1Q9DSE8	Sfitti_g9544	
A0A1Q9DSF1	Sfitti_g15139	GO:0003676; GO:0015074
A0A1Q9DSF1	Sfitti_g11000	GO:0003676; GO:0015074
A0A1Q9DSF3	Sfitti_g18138	GO:0005524; GO:0016307; GO:0016747
A0A1Q9DSF3	Sfitti_g1961	GO:0005524; GO:0016307; GO:0016747
A0A1Q9DSF8	Sfitti_g949	GO:0016021; GO:0000062
A0A1Q9DSF9	Sfitti_g14452	GO:0005737; GO:0016021; GO:0016272; GO:0016627; GO:0005044; GO:0051082; GO:0006629; GO:0006457
A0A1Q9DSF9	Sfitti_g17240	GO:0005737; GO:0016021; GO:0016272; GO:0016627; GO:0005044; GO:0051082; GO:0006629; GO:0006457
A0A1Q9DSG2	Sfitti_g2159	GO:0005737; GO:0051536; GO:0003676; GO:0008173; GO:0006364
A0A1Q9DSG2	Sfitti_g6732	GO:0005737; GO:0051536; GO:0003676; GO:0008173; GO:0006364
A0A1Q9DSG9	Sfitti_g9863	
A0A1Q9DSI8	Sfitti_g16846	GO:0003676; GO:0008270
A0A1Q9DSJ1	Sfitti_g6320	
A0A1Q9DSJ1	Sfitti_g3757	
A0A1Q9DSJ4	Sfitti_g3755	GO:0016021; GO:0005247
A0A1Q9DSJ4	Sfitti_g3756	GO:0016021; GO:0005247
A0A1Q9DSK6	Sfitti_g9285	
A0A1Q9DSL1	Sfitti_g10236	GO:0016021
A0A1Q9DSL4	Sfitti_g1467	
A0A1Q9DSM0	Sfitti_g5527	
A0A1Q9DSM2	Sfitti_g15319	
A0A1Q9DSM8	Sfitti_g17142	GO:0003676; GO:0008270; GO:0015074
A0A1Q9DSM8	Sfitti_g9080	GO:0003676; GO:0008270; GO:0015074
A0A1Q9DSM8	Sfitti_g8557	GO:0003676; GO:0008270; GO:0015074
A0A1Q9DSM8	Sfitti_g17766	GO:0003676; GO:0008270; GO:0015074
A0A1Q9DSN1	Sfitti_g18526	GO:0016021; GO:0051537; GO:0009055; GO:0000398
A0A1Q9DSN1	Sfitti_g21313	GO:0016021; GO:0051537; GO:0009055; GO:0000398
A0A1Q9DSN5	Sfitti_g11029	GO:0016021; GO:0005509; GO:0003700
A0A1Q9DSP5	Sfitti_g22299	
A0A1Q9DSP5	Sfitti_g15101	
A0A1Q9DSQ2	Sfitti_g15626	
A0A1Q9DSQ2	Sfitti_g19602	
A0A1Q9DSQ6	Sfitti_g11843	
A0A1Q9DSR0	Sfitti_g22525	GO:0016021
A0A1Q9DSR0	Sfitti_g19901	GO:0016021
A0A1Q9DSR6	Sfitti_g7589	GO:0016021; GO:0015171
A0A1Q9DSR6	Sfitti_g6708	GO:0016021; GO:0015171
A0A1Q9DSR6	Sfitti_g15104	GO:0016021; GO:0015171
A0A1Q9DSS1	Sfitti_g2642	GO:0016020; GO:0005525
A0A1Q9DSS3	Sfitti_g3534	
A0A1Q9DSS4	Sfitti_g21704	
A0A1Q9DSS8	Sfitti_g1693	GO:0003677; GO:0003899; GO:0032549; GO:0006351
A0A1Q9DSS8	Sfitti_g19464	GO:0003677; GO:0003899; GO:0032549; GO:0006351
A0A1Q9DSS8	Sfitti_g22228	GO:0003677; GO:0003899; GO:0032549; GO:0006351
A0A1Q9DST6	Sfitti_g16709	
A0A1Q9DST8	Sfitti_g13445	GO:0016021; GO:0003676; GO:0015204
A0A1Q9DST8	Sfitti_g23921	GO:0016021; GO:0003676; GO:0015204
A0A1Q9DST8	Sfitti_g13446	GO:0016021; GO:0003676; GO:0015204
A0A1Q9DST9	Sfitti_g1713	GO:0016021; GO:0005509; GO:0022857
A0A1Q9DST9	Sfitti_g1714	GO:0016021; GO:0005509; GO:0022857
A0A1Q9DSU3	Sfitti_g19769	GO:0004181; GO:0008270
A0A1Q9DSU3	Sfitti_g4652	GO:0004181; GO:0008270
A0A1Q9DSU4	Sfitti_g749	GO:0016021; GO:0009982; GO:0003723; GO:0001522
A0A1Q9DSU4	Sfitti_g19886	GO:0016021; GO:0009982; GO:0003723; GO:0001522
A0A1Q9DSU6	Sfitti_g6211	GO:0016021
A0A1Q9DSU8	Sfitti_g21362	GO:0003824; GO:0009058
A0A1Q9DSU8	Sfitti_g19830	GO:0003824; GO:0009058
A0A1Q9DSU8	Sfitti_g21154	GO:0003824; GO:0009058
A0A1Q9DSV0	Sfitti_g7918	GO:0016021; GO:0052861; GO:0015204
A0A1Q9DSV0	Sfitti_g7917	GO:0016021; GO:0052861; GO:0015204
A0A1Q9DSV0	Sfitti_g10738	GO:0016021; GO:0052861; GO:0015204
A0A1Q9DSV8	Sfitti_g17515	GO:0016021; GO:0005249
A0A1Q9DSW0	Sfitti_g15865	
A0A1Q9DSW0	Sfitti_g15336	
A0A1Q9DSW4	Sfitti_g11166	GO:0016021; GO:0051537; GO:0009055; GO:0050660; GO:0005506; GO:0016614
A0A1Q9DSW7	Sfitti_g14139	GO:0046872
A0A1Q9DSW7	Sfitti_g13741	GO:0046872
A0A1Q9DSW7	Sfitti_g21780	GO:0046872
A0A1Q9DSW7	Sfitti_g10905	GO:0046872
A0A1Q9DSX3	Sfitti_g13458	
A0A1Q9DSX4	Sfitti_g20212	
A0A1Q9DSX8	Sfitti_g10015	
A0A1Q9DSX8	Sfitti_g15498	
A0A1Q9DSX8	Sfitti_g16601	
A0A1Q9DSX8	Sfitti_g9015	
A0A1Q9DSX8	Sfitti_g15198	
A0A1Q9DSX9	Sfitti_g7962	GO:0016021; GO:0005874; GO:0005524; GO:0008017; GO:0003777; GO:0007018
A0A1Q9DSY1	Sfitti_g15730	GO:0016021; GO:0005509
A0A1Q9DSY1	Sfitti_g20345	GO:0016021; GO:0005509
A0A1Q9DSY3	Sfitti_g11548	
A0A1Q9DSY6	Sfitti_g20609	GO:0016021
A0A1Q9DSY8	Sfitti_g7046	GO:0004181; GO:0008270
A0A1Q9DSZ2	Sfitti_g4736	
A0A1Q9DSZ9	Sfitti_g14068	GO:0016021; GO:0022857; GO:0071705
A0A1Q9DSZ9	Sfitti_g12032	GO:0016021; GO:0022857; GO:0071705
A0A1Q9DSZ9	Sfitti_g16495	GO:0016021; GO:0022857; GO:0071705
A0A1Q9DSZ9	Sfitti_g19020	GO:0016021; GO:0022857; GO:0071705
A0A1Q9DT01	Sfitti_g15778	GO:0016021
A0A1Q9DT06	Sfitti_g4603	
A0A1Q9DT06	Sfitti_g2546	
A0A1Q9DT06	Sfitti_g10196	
A0A1Q9DT06	Sfitti_g11064	
A0A1Q9DT10	Sfitti_g9019	
A0A1Q9DT10	Sfitti_g21924	
A0A1Q9DT10	Sfitti_g4309	
A0A1Q9DT14	Sfitti_g10242	
A0A1Q9DT20	Sfitti_g4259	GO:0016021; GO:0046872; GO:0004721; GO:0003723; GO:0036459; GO:0016579; GO:0055085
A0A1Q9DT25	Sfitti_g11894	GO:0005525; GO:0003924
A0A1Q9DT28	Sfitti_g22848	GO:0016021; GO:0003684; GO:0016787; GO:0006281
A0A1Q9DT28	Sfitti_g23303	GO:0016021; GO:0003684; GO:0016787; GO:0006281
A0A1Q9DT28	Sfitti_g6699	GO:0016021; GO:0003684; GO:0016787; GO:0006281
A0A1Q9DT30	Sfitti_g7058	GO:0016021; GO:0005509
A0A1Q9DT31	Sfitti_g3739	GO:0016787; GO:0006629
A0A1Q9DT40	Sfitti_g15020	GO:0016021
A0A1Q9DT48	Sfitti_g15677	
A0A1Q9DT52	Sfitti_g12523	GO:0016021
A0A1Q9DT57	Sfitti_g23664	
A0A1Q9DT57	Sfitti_g23576	
A0A1Q9DT57	Sfitti_g3301	
A0A1Q9DT57	Sfitti_g23442	
A0A1Q9DT59	Sfitti_g18368	
A0A1Q9DT59	Sfitti_g22534	
A0A1Q9DT59	Sfitti_g722	
A0A1Q9DT59	Sfitti_g1572	
A0A1Q9DT65	Sfitti_g6312	
A0A1Q9DT67	Sfitti_g723	GO:0016021; GO:0055085
A0A1Q9DT73	Sfitti_g24103	GO:0005525; GO:0003723
A0A1Q9DT73	Sfitti_g19305	GO:0005525; GO:0003723
A0A1Q9DT79	Sfitti_g12602	GO:0016021; GO:0004190; GO:0005096; GO:0003676; GO:0004523; GO:0008270
A0A1Q9DT79	Sfitti_g22119	GO:0016021; GO:0004190; GO:0005096; GO:0003676; GO:0004523; GO:0008270
A0A1Q9DT79	Sfitti_g13808	GO:0016021; GO:0004190; GO:0005096; GO:0003676; GO:0004523; GO:0008270
A0A1Q9DT79	Sfitti_g9326	GO:0016021; GO:0004190; GO:0005096; GO:0003676; GO:0004523; GO:0008270
A0A1Q9DT79	Sfitti_g16007	GO:0016021; GO:0004190; GO:0005096; GO:0003676; GO:0004523; GO:0008270
A0A1Q9DT79	Sfitti_g13690	GO:0016021; GO:0004190; GO:0005096; GO:0003676; GO:0004523; GO:0008270
A0A1Q9DT79	Sfitti_g14136	GO:0016021; GO:0004190; GO:0005096; GO:0003676; GO:0004523; GO:0008270
A0A1Q9DT80	Sfitti_g8637	GO:0003676
A0A1Q9DT80	Sfitti_g19435	GO:0003676
A0A1Q9DT80	Sfitti_g23626	GO:0003676
A0A1Q9DT87	Sfitti_g23189	
A0A1Q9DT87	Sfitti_g13632	
A0A1Q9DT90	Sfitti_g8636	GO:0016021
A0A1Q9DT91	Sfitti_g2837	GO:0016021
A0A1Q9DT91	Sfitti_g21559	GO:0016021
A0A1Q9DT91	Sfitti_g7542	GO:0016021
A0A1Q9DT96	Sfitti_g20483	
A0A1Q9DTA0	Sfitti_g8416	GO:0005634; GO:0003677
A0A1Q9DTA1	Sfitti_g14789	GO:0003676
A0A1Q9DTA1	Sfitti_g11971	GO:0003676
A0A1Q9DTA5	Sfitti_g20333	GO:0016021; GO:0005524; GO:0046872
A0A1Q9DTB5	Sfitti_g3965	GO:0016021; GO:0055085
A0A1Q9DTB9	Sfitti_g4085	GO:0016021; GO:0005509; GO:0008270
A0A1Q9DTC0	Sfitti_g1505	GO:0016021; GO:0005216
A0A1Q9DTC0	Sfitti_g3032	GO:0016021; GO:0005216
A0A1Q9DTC0	Sfitti_g1506	GO:0016021; GO:0005216
A0A1Q9DTC0	Sfitti_g1507	GO:0016021; GO:0005216
A0A1Q9DTC2	Sfitti_g15306	
A0A1Q9DTC2	Sfitti_g19779	
A0A1Q9DTC2	Sfitti_g15853	
A0A1Q9DTC5	Sfitti_g3620	GO:0016021; GO:0022857
A0A1Q9DTC7	Sfitti_g7256	GO:0016021
A0A1Q9DTC7	Sfitti_g7257	GO:0016021
A0A1Q9DTC7	Sfitti_g17354	GO:0016021
A0A1Q9DTC7	Sfitti_g401	GO:0016021
A0A1Q9DTC9	Sfitti_g2280	GO:0030286; GO:0016021; GO:0003777; GO:0003723; GO:0007018
A0A1Q9DTC9	Sfitti_g898	GO:0030286; GO:0016021; GO:0003777; GO:0003723; GO:0007018
A0A1Q9DTD0	Sfitti_g1904	GO:0016021; GO:0004222; GO:0007155
A0A1Q9DTD2	Sfitti_g20490	
A0A1Q9DTD2	Sfitti_g151	
A0A1Q9DTD7	Sfitti_g150	GO:0003723
A0A1Q9DTE1	Sfitti_g6353	
A0A1Q9DTE1	Sfitti_g4547	
A0A1Q9DTE2	Sfitti_g2753	GO:0005737; GO:0008677; GO:0004843; GO:0045454; GO:0015940; GO:0006511
A0A1Q9DTE6	Sfitti_g3766	GO:0016021; GO:0008171
A0A1Q9DTE9	Sfitti_g6466	GO:0017119; GO:0006891
A0A1Q9DTF0	Sfitti_g255	GO:0004619; GO:0006096
A0A1Q9DTF6	Sfitti_g17982	GO:0016021; GO:0005524; GO:0004478; GO:0006556
A0A1Q9DTF6	Sfitti_g23270	GO:0016021; GO:0005524; GO:0004478; GO:0006556
A0A1Q9DTF6	Sfitti_g6788	GO:0016021; GO:0005524; GO:0004478; GO:0006556
A0A1Q9DTF6	Sfitti_g10651	GO:0016021; GO:0005524; GO:0004478; GO:0006556
A0A1Q9DTF6	Sfitti_g21399	GO:0016021; GO:0005524; GO:0004478; GO:0006556
A0A1Q9DTF7	Sfitti_g4142	GO:0005524; GO:0004672
A0A1Q9DTF7	Sfitti_g153	GO:0005524; GO:0004672
A0A1Q9DTF7	Sfitti_g154	GO:0005524; GO:0004672
A0A1Q9DTG1	Sfitti_g152	
A0A1Q9DTG2	Sfitti_g18576	GO:0030060; GO:0005975; GO:0006108; GO:0006099
A0A1Q9DTG3	Sfitti_g21513	GO:0016021
A0A1Q9DTG3	Sfitti_g22705	GO:0016021
A0A1Q9DTG4	Sfitti_g22612	
A0A1Q9DTG4	Sfitti_g20292	
A0A1Q9DTG9	Sfitti_g18764	
A0A1Q9DTG9	Sfitti_g23163	
A0A1Q9DTG9	Sfitti_g2039	
A0A1Q9DTH2	Sfitti_g2440	GO:0051213
A0A1Q9DTH2	Sfitti_g23980	GO:0051213
A0A1Q9DTH5	Sfitti_g16450	GO:0016021; GO:0046872; GO:0003676; GO:0015074
A0A1Q9DTH5	Sfitti_g14931	GO:0016021; GO:0046872; GO:0003676; GO:0015074
A0A1Q9DTH8	Sfitti_g13370	GO:0005524; GO:0008233
A0A1Q9DTH8	Sfitti_g1158	GO:0005524; GO:0008233
A0A1Q9DTH9	Sfitti_g16397	
A0A1Q9DTI0	Sfitti_g2235	GO:0046872
A0A1Q9DTI2	Sfitti_g20765	GO:0009055; GO:0020037; GO:0003676; GO:0008270; GO:0015074
A0A1Q9DTI2	Sfitti_g19749	GO:0009055; GO:0020037; GO:0003676; GO:0008270; GO:0015074
A0A1Q9DTI2	Sfitti_g336	GO:0009055; GO:0020037; GO:0003676; GO:0008270; GO:0015074
A0A1Q9DTI2	Sfitti_g21646	GO:0009055; GO:0020037; GO:0003676; GO:0008270; GO:0015074
A0A1Q9DTI2	Sfitti_g18594	GO:0009055; GO:0020037; GO:0003676; GO:0008270; GO:0015074
A0A1Q9DTI6	Sfitti_g4610	
A0A1Q9DTI9	Sfitti_g8507	
A0A1Q9DTI9	Sfitti_g15087	
A0A1Q9DTJ2	Sfitti_g11421	GO:0016021
A0A1Q9DTJ4	Sfitti_g13720	GO:0003677; GO:0015074; GO:0006310
A0A1Q9DTJ4	Sfitti_g6550	GO:0003677; GO:0015074; GO:0006310
A0A1Q9DTK0	Sfitti_g5276	GO:0016021; GO:0005524; GO:0030983; GO:0006298
A0A1Q9DTK0	Sfitti_g11700	GO:0016021; GO:0005524; GO:0030983; GO:0006298
A0A1Q9DTK4	Sfitti_g8023	
A0A1Q9DTL5	Sfitti_g11034	GO:0033557; GO:0017108; GO:0006310; GO:0006281
A0A1Q9DTM3	Sfitti_g3014	GO:0016021; GO:0008168; GO:0003723
A0A1Q9DTM3	Sfitti_g15494	GO:0016021; GO:0008168; GO:0003723
A0A1Q9DTM4	Sfitti_g14632	GO:0003690; GO:0006355
A0A1Q9DTM4	Sfitti_g17305	GO:0003690; GO:0006355
A0A1Q9DTM7	Sfitti_g20758	GO:0016021; GO:0016491
A0A1Q9DTM7	Sfitti_g9459	GO:0016021; GO:0016491
A0A1Q9DTM7	Sfitti_g381	GO:0016021; GO:0016491
A0A1Q9DTM7	Sfitti_g9641	GO:0016021; GO:0016491
A0A1Q9DTM8	Sfitti_g2162	
A0A1Q9DTN0	Sfitti_g21661	GO:0003684; GO:0006289; GO:0043161
A0A1Q9DTN0	Sfitti_g10333	GO:0003684; GO:0006289; GO:0043161
A0A1Q9DTP1	Sfitti_g3930	GO:0016021; GO:0005524; GO:0016787; GO:0004672; GO:0004842; GO:0046856
A0A1Q9DTP1	Sfitti_g13979	GO:0016021; GO:0005524; GO:0016787; GO:0004672; GO:0004842; GO:0046856
A0A1Q9DTP1	Sfitti_g5440	GO:0016021; GO:0005524; GO:0016787; GO:0004672; GO:0004842; GO:0046856
A0A1Q9DTP1	Sfitti_g3931	GO:0016021; GO:0005524; GO:0016787; GO:0004672; GO:0004842; GO:0046856
A0A1Q9DTP1	Sfitti_g21738	GO:0016021; GO:0005524; GO:0016787; GO:0004672; GO:0004842; GO:0046856
A0A1Q9DTP1	Sfitti_g23778	GO:0016021; GO:0005524; GO:0016787; GO:0004672; GO:0004842; GO:0046856
A0A1Q9DTP1	Sfitti_g22852	GO:0016021; GO:0005524; GO:0016787; GO:0004672; GO:0004842; GO:0046856
A0A1Q9DTP1	Sfitti_g5439	GO:0016021; GO:0005524; GO:0016787; GO:0004672; GO:0004842; GO:0046856
A0A1Q9DTP1	Sfitti_g18213	GO:0016021; GO:0005524; GO:0016787; GO:0004672; GO:0004842; GO:0046856
A0A1Q9DTP1	Sfitti_g23619	GO:0016021; GO:0005524; GO:0016787; GO:0004672; GO:0004842; GO:0046856
A0A1Q9DTP5	Sfitti_g23467	GO:0004450; GO:0006099
A0A1Q9DTP9	Sfitti_g3967	
A0A1Q9DTQ3	Sfitti_g7067	GO:0016021; GO:0005509; GO:0008138
A0A1Q9DTQ9	Sfitti_g1061	GO:0004315; GO:0006633
A0A1Q9DTQ9	Sfitti_g22676	GO:0004315; GO:0006633
A0A1Q9DTR0	Sfitti_g1060	GO:0016021; GO:0005509; GO:0016740; GO:0008152
A0A1Q9DTR0	Sfitti_g3470	GO:0016021; GO:0005509; GO:0016740; GO:0008152
A0A1Q9DTR5	Sfitti_g11311	GO:0016021; GO:0005509; GO:0016787
A0A1Q9DTR8	Sfitti_g18269	GO:0005524; GO:0003677; GO:0004450; GO:0016301; GO:0015074; GO:0006310; GO:0006099
A0A1Q9DTR8	Sfitti_g3516	GO:0005524; GO:0003677; GO:0004450; GO:0016301; GO:0015074; GO:0006310; GO:0006099
A0A1Q9DTR9	Sfitti_g3064	
A0A1Q9DTR9	Sfitti_g3065	
A0A1Q9DTR9	Sfitti_g14292	
A0A1Q9DTS0	Sfitti_g23502	
A0A1Q9DTS0	Sfitti_g2613	
A0A1Q9DTS0	Sfitti_g21588	
A0A1Q9DTS1	Sfitti_g2612	
A0A1Q9DTS2	Sfitti_g3204	
A0A1Q9DTS3	Sfitti_g2434	GO:0016021
A0A1Q9DTS3	Sfitti_g6082	GO:0016021
A0A1Q9DTS3	Sfitti_g6083	GO:0016021
A0A1Q9DTS9	Sfitti_g8237	GO:0016021; GO:0005524; GO:0042626
A0A1Q9DTT2	Sfitti_g1820	
A0A1Q9DTT3	Sfitti_g6822	GO:0003677; GO:0006355
A0A1Q9DTT6	Sfitti_g21394	GO:0016021; GO:0016787; GO:0015116
A0A1Q9DTT6	Sfitti_g2407	GO:0016021; GO:0016787; GO:0015116
A0A1Q9DTT7	Sfitti_g1190	GO:0016021
A0A1Q9DTU1	Sfitti_g4341	GO:0016021; GO:0016810
A0A1Q9DTU1	Sfitti_g1504	GO:0016021; GO:0016810
A0A1Q9DTU2	Sfitti_g1817	GO:0005509
A0A1Q9DTU8	Sfitti_g1818	GO:0016021
A0A1Q9DTU9	Sfitti_g2163	GO:0016021
A0A1Q9DTV6	Sfitti_g2296	
A0A1Q9DTV7	Sfitti_g1975	GO:0016021
A0A1Q9DTW0	Sfitti_g13296	GO:0003676; GO:0003964
A0A1Q9DTW1	Sfitti_g3848	
A0A1Q9DTW3	Sfitti_g269	GO:0016021; GO:0004190; GO:0003676; GO:0008270; GO:0015074
A0A1Q9DTW3	Sfitti_g4424	GO:0016021; GO:0004190; GO:0003676; GO:0008270; GO:0015074
A0A1Q9DTW4	Sfitti_g5632	GO:0004190; GO:0003676; GO:0008270
A0A1Q9DTW4	Sfitti_g8012	GO:0004190; GO:0003676; GO:0008270
A0A1Q9DTW4	Sfitti_g18684	GO:0004190; GO:0003676; GO:0008270
A0A1Q9DTW8	Sfitti_g268	
A0A1Q9DTX6	Sfitti_g8805	GO:0016021; GO:0015267; GO:0008233
A0A1Q9DTX6	Sfitti_g1024	GO:0016021; GO:0015267; GO:0008233
A0A1Q9DTX6	Sfitti_g883	GO:0016021; GO:0015267; GO:0008233
A0A1Q9DTX8	Sfitti_g12075	GO:0016021
A0A1Q9DTY3	Sfitti_g15592	GO:0008233
A0A1Q9DTY3	Sfitti_g23429	GO:0008233
A0A1Q9DTY3	Sfitti_g21904	GO:0008233
A0A1Q9DTY3	Sfitti_g1025	GO:0008233
A0A1Q9DTY3	Sfitti_g19406	GO:0008233
A0A1Q9DTY3	Sfitti_g6471	GO:0008233
A0A1Q9DTY4	Sfitti_g4455	GO:0003824; GO:0005975
A0A1Q9DTY6	Sfitti_g19425	GO:0003677; GO:0015074; GO:0006310
A0A1Q9DTY6	Sfitti_g8490	GO:0003677; GO:0015074; GO:0006310
A0A1Q9DTY6	Sfitti_g22025	GO:0003677; GO:0015074; GO:0006310
A0A1Q9DTY9	Sfitti_g23876	GO:0016021
A0A1Q9DTY9	Sfitti_g1822	GO:0016021
A0A1Q9DTZ0	Sfitti_g867	GO:0016021; GO:0005509; GO:0016757
A0A1Q9DTZ0	Sfitti_g868	GO:0016021; GO:0005509; GO:0016757
A0A1Q9DTZ1	Sfitti_g10809	GO:0004190; GO:0003676; GO:0008270
A0A1Q9DTZ2	Sfitti_g3703	
A0A1Q9DTZ2	Sfitti_g1427	
A0A1Q9DTZ4	Sfitti_g22455	GO:0003676
A0A1Q9DTZ5	Sfitti_g8627	GO:0008076; GO:0005509; GO:0016757; GO:0005249
A0A1Q9DTZ5	Sfitti_g6171	GO:0008076; GO:0005509; GO:0016757; GO:0005249
A0A1Q9DTZ5	Sfitti_g6172	GO:0008076; GO:0005509; GO:0016757; GO:0005249
A0A1Q9DTZ7	Sfitti_g23922	
A0A1Q9DTZ7	Sfitti_g1821	
A0A1Q9DU06	Sfitti_g4173	
A0A1Q9DU09	Sfitti_g16940	GO:0016021
A0A1Q9DU11	Sfitti_g22968	
A0A1Q9DU11	Sfitti_g20896	
A0A1Q9DU11	Sfitti_g14755	
A0A1Q9DU13	Sfitti_g16263	GO:0016021; GO:0003676; GO:0015074
A0A1Q9DU13	Sfitti_g13468	GO:0016021; GO:0003676; GO:0015074
A0A1Q9DU14	Sfitti_g8469	GO:0046872
A0A1Q9DU14	Sfitti_g3121	GO:0046872
A0A1Q9DU17	Sfitti_g19324	
A0A1Q9DU19	Sfitti_g15018	GO:0003676; GO:0008270; GO:0015074
A0A1Q9DU19	Sfitti_g23108	GO:0003676; GO:0008270; GO:0015074
A0A1Q9DU19	Sfitti_g21021	GO:0003676; GO:0008270; GO:0015074
A0A1Q9DU20	Sfitti_g8770	GO:0003676; GO:0008270
A0A1Q9DU24	Sfitti_g17757	GO:0003676
A0A1Q9DU24	Sfitti_g17406	GO:0003676
A0A1Q9DU24	Sfitti_g16398	GO:0003676
A0A1Q9DU24	Sfitti_g11693	GO:0003676
A0A1Q9DU24	Sfitti_g19412	GO:0003676
A0A1Q9DU25	Sfitti_g15534	GO:0046872
A0A1Q9DU33	Sfitti_g19796	GO:0016021; GO:0008324; GO:0016757; GO:0006486
A0A1Q9DU33	Sfitti_g20010	GO:0016021; GO:0008324; GO:0016757; GO:0006486
A0A1Q9DU34	Sfitti_g1823	
A0A1Q9DU36	Sfitti_g3117	GO:0009535; GO:0016021; GO:0051537; GO:0016168; GO:0003676; GO:0016491; GO:0004523; GO:0009765; GO:0018298
A0A1Q9DU36	Sfitti_g20271	GO:0009535; GO:0016021; GO:0051537; GO:0016168; GO:0003676; GO:0016491; GO:0004523; GO:0009765; GO:0018298
A0A1Q9DU46	Sfitti_g19338	
A0A1Q9DU47	Sfitti_g3949	GO:0003676; GO:0015074
A0A1Q9DU50	Sfitti_g5600	
A0A1Q9DU52	Sfitti_g885	GO:0005524; GO:0004672
A0A1Q9DU53	Sfitti_g15382	GO:0003676; GO:0015074
A0A1Q9DU53	Sfitti_g20760	GO:0003676; GO:0015074
A0A1Q9DU53	Sfitti_g15657	GO:0003676; GO:0015074
A0A1Q9DU53	Sfitti_g22828	GO:0003676; GO:0015074
A0A1Q9DU54	Sfitti_g6358	GO:0030127; GO:0003723; GO:0008270; GO:0006888; GO:0006886
A0A1Q9DU54	Sfitti_g21724	GO:0030127; GO:0003723; GO:0008270; GO:0006888; GO:0006886
